	# GEO Accession	Sample Name	Experiment	NA Accession	Center	SRA Run Selector	GEO FTP	Embargo end date	SRR	modus
71	GSM1463108	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667452		2015-05-02	SRR1534721	SINGLE
72	GSM1463109	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667453		2015-05-02	SRR1534722	SINGLE
73	GSM1463110	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667454		2015-05-02	SRR1534723	SINGLE
74	GSM1463111	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667455		2015-05-02	SRR1534724	SINGLE
75	GSM1463112	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667456		2015-05-02	SRR1534725	SINGLE
76	GSM1463113	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667457		2015-05-02	SRR1534726	SINGLE
77	GSM1463114	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667458		2015-05-02	SRR1534727	SINGLE
78	GSM1463115	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667459		2015-05-02	SRR1534728	SINGLE
79	GSM1463116	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667460		2015-05-02	SRR1534729	SINGLE
80	GSM1463117	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667461		2015-05-02	SRR1534730	SINGLE
81	GSM1463118	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667462		2015-05-02	SRR1534731	SINGLE
82	GSM1463119	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667463		2015-05-02	SRR1534732	SINGLE
83	GSM1463120	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667464		2015-05-02	SRR1534733	SINGLE
84	GSM1463121	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667465		2015-05-02	SRR1534734	SINGLE
85	GSM1463122	H1 derived mesenchymal stem cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667466		2015-05-02	SRR1534735	SINGLE
86	GSM1463123	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667467		2015-05-02	SRR1534736	SINGLE
87	GSM1463124	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667468		2015-05-02	SRR1534737	SINGLE
88	GSM1463125	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667469		2015-05-02	SRR1534738	SINGLE
89	GSM1463126	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667470		2015-05-02	SRR1534739	SINGLE
90	GSM1463127	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667471		2015-05-02	SRR1534740	SINGLE
91	GSM1463128	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667472		2015-05-02	SRR1534741	SINGLE
92	GSM1463129	H1 derived neuronal progenitor cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667473		2015-05-02	SRR1534742	SINGLE
93	GSM1463130	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667474		2015-05-02	SRR1534743	SINGLE
94	GSM1463131	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667475		2015-05-02	SRR1534744	SINGLE
95	GSM1463132	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667476		2015-05-02	SRR1534745	SINGLE
96	GSM1463133	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667477		2015-05-02	SRR1534746	SINGLE
97	GSM1463134	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667478		2015-05-02	SRR1534747	SINGLE
98	GSM1463135	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667479		2015-05-02	SRR1534748	SINGLE
99	GSM1463136	H1 +BMP4 cell line	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667480		2015-05-02	SRR1534749	SINGLE
100	GSM1463137	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667481		2015-05-02	SRR1534750	SINGLE
101	GSM1463138	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667482		2015-05-02	SRR1534751	SINGLE
102	GSM1463139	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667483		2015-05-02	SRR1534752	SINGLE
103	GSM1463140	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667484		2015-05-02	SRR1534753	SINGLE
104	GSM1463141	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667485		2015-05-02	SRR1534754	SINGLE
105	GSM1463142	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667486		2015-05-02	SRR1534755	SINGLE
106	GSM1463143	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667487		2015-05-02	SRR1534756	SINGLE
107	GSM1463144	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667488		2015-05-02	SRR1534757	SINGLE
108	GSM1463145	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667489		2015-05-02	SRR1534758	SINGLE
109	GSM1463146	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667490		2015-05-02	SRR1534759	SINGLE
110	GSM1463147	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667491		2015-05-02	SRR1534760	SINGLE
111	GSM1463148	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667492		2015-05-02	SRR1534761	SINGLE
112	GSM1463149	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667493		2015-05-02	SRR1534762	SINGLE
113	GSM1463150	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667494		2015-05-02	SRR1534763	SINGLE
114	GSM1463151	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667495		2015-05-02	SRR1534764	SINGLE
115	GSM1463152	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667496		2015-05-02	SRR1534765	SINGLE
116	GSM1463153	H1 BMP4 derived mesendoderm cultured cells	TAB-Seq		UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX667497		2015-05-02	SRR1534766	SINGLE
136	GSM1517153	breast, myoepithelial cells	MeDIP-Seq	NA000051089.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157914	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517153/suppl/	2015-07-02	SRR2172975	SINGLE
136	GSM1517153	breast, myoepithelial cells	MeDIP-Seq	NA000051089.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157914	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517153/suppl/	2015-07-02	SRR2172976	SINGLE
136	GSM1517153	breast, myoepithelial cells	MeDIP-Seq	NA000051089.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157914	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517153/suppl/	2015-07-02	SRR2172977	SINGLE
136	GSM1517153	breast, myoepithelial cells	MeDIP-Seq	NA000051089.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157914	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517153/suppl/	2015-07-02	SRR2172978	SINGLE
137	GSM1517154	breast, luminal epithelial cells	MeDIP-Seq	NA000051091.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157913	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517154/suppl/	2015-07-02	SRR2172971	SINGLE
137	GSM1517154	breast, luminal epithelial cells	MeDIP-Seq	NA000051091.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157913	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517154/suppl/	2015-07-02	SRR2172972	SINGLE
137	GSM1517154	breast, luminal epithelial cells	MeDIP-Seq	NA000051091.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157913	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517154/suppl/	2015-07-02	SRR2172973	SINGLE
137	GSM1517154	breast, luminal epithelial cells	MeDIP-Seq	NA000051091.1	UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1157913	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1517nnn/GSM1517154/suppl/	2015-07-02	SRR2172974	SINGLE
158	GSM1582462	placenta, villi	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158083		2017-02-27	SRR2173272	PAIRED
159	GSM1582463	placenta, chorion smooth	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158087		2017-02-27	SRR2173276	PAIRED
160	GSM1582464	placenta, chorion smooth	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158090		2017-02-27	SRR2173279	PAIRED
161	GSM1582465	brain, fetal week17 F	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158051		2017-02-26	SRR2173240	PAIRED
162	GSM1582466	placenta, basal plate	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158092		2017-02-27	SRR2173281	PAIRED
163	GSM1582467	peripheral blood mononuclear primary cells	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158089		2017-02-26	SRR2173278	PAIRED
164	GSM1582468	placenta, villi	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158091		2017-02-27	SRR2173280	PAIRED
165	GSM1582469	placenta, amnion	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158085		2017-02-27	SRR2173274	PAIRED
171	GSM1582475	pancreatic islets	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158096		2017-02-27	SRR2173285	PAIRED
172	GSM1582476	placenta, chorion smooth	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158084		2017-02-27	SRR2173273	PAIRED
173	GSM1582477	peripheral blood mononuclear primary cells	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158095		2017-02-27	SRR2173284	PAIRED
174	GSM1582478	skin, nevus	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158097		2017-02-27	SRR2173286	PAIRED
175	GSM1582479	placenta, trophoblast	mRNA-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158098		2017-02-27	SRR2173287	PAIRED
176	GSM1582480	placenta, basal plate	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158107		2017-02-27	SRR2173321	PAIRED
177	GSM1582481	neurosphere cultured cells, ganglionic eminence derived	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158106		2017-02-27	SRR2173317	PAIRED
177	GSM1582481	neurosphere cultured cells, ganglionic eminence derived	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158106		2017-02-27	SRR2173318	PAIRED
177	GSM1582481	neurosphere cultured cells, ganglionic eminence derived	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158106		2017-02-27	SRR2173319	PAIRED
178	GSM1582482	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158104		2017-02-27	SRR2173311	PAIRED
178	GSM1582482	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158104		2017-02-27	SRR2173312	PAIRED
178	GSM1582482	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158104		2017-02-27	SRR2173313	PAIRED
179	GSM1582483	penis foreskin keratinocyte primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158103		2017-02-27	SRR2173307	PAIRED
179	GSM1582483	penis foreskin keratinocyte primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158103		2017-02-27	SRR2173308	PAIRED
179	GSM1582483	penis foreskin keratinocyte primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158103		2017-02-27	SRR2173309	PAIRED
179	GSM1582483	penis foreskin keratinocyte primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158103		2017-02-27	SRR2173310	PAIRED
180	GSM1582485	UCSF-4 cell line	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158131		2017-02-27	SRR2173358	PAIRED
180	GSM1582485	UCSF-4 cell line	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158131		2017-02-27	SRR2173359	PAIRED
180	GSM1582485	UCSF-4 cell line	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158131		2017-02-27	SRR2173360	PAIRED
181	GSM1582486	placenta, trophoblast	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158108		2017-02-27	SRR2173322	PAIRED
181	GSM1582486	placenta, trophoblast	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158108		2017-02-27	SRR2173323	PAIRED
181	GSM1582486	placenta, trophoblast	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158108		2017-02-27	SRR2173324	PAIRED
182	GSM1582487	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158105		2017-02-27	SRR2173314	PAIRED
182	GSM1582487	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158105		2017-02-27	SRR2173315	PAIRED
182	GSM1582487	penis foreskin fibroblast primary cells	Whole genome sequencing		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1158105		2017-02-27	SRR2173316	PAIRED
183	GSM1582488	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838234		2017-02-27	SRR2126642	PAIRED
183	GSM1582488	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838234		2017-02-27	SRR2126643	PAIRED
183	GSM1582488	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838234		2017-02-27	SRR2126644	PAIRED
183	GSM1582488	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838234		2017-02-27	SRR2126645	PAIRED
184	GSM1582489	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838235		2017-02-27	SRR2126633	PAIRED
184	GSM1582489	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838235		2017-02-27	SRR2126634	PAIRED
184	GSM1582489	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838235		2017-02-27	SRR2126635	PAIRED
184	GSM1582489	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838235		2017-02-27	SRR2126636	PAIRED
185	GSM1582490	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838236		2017-02-27	SRR2126620	PAIRED
185	GSM1582490	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838236		2017-02-27	SRR2126621	PAIRED
185	GSM1582490	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838236		2017-02-27	SRR2126622	PAIRED
185	GSM1582490	placenta, villi	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838236		2017-02-27	SRR2126623	PAIRED
186	GSM1582491	placenta, amnion	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838237		2017-02-27	SRR2126641	PAIRED
187	GSM1582492	placenta, amnion	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838238		2017-02-27	SRR2126628	PAIRED
188	GSM1582493	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838239		2017-02-27	SRR2126616	PAIRED
188	GSM1582493	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838239		2017-02-27	SRR2126617	PAIRED
188	GSM1582493	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838239		2017-02-27	SRR2126618	PAIRED
188	GSM1582493	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838239		2017-02-27	SRR2126619	PAIRED
189	GSM1582494	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838240		2017-02-27	SRR2126624	PAIRED
189	GSM1582494	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838240		2017-02-27	SRR2126625	PAIRED
189	GSM1582494	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838240		2017-02-27	SRR2126626	PAIRED
189	GSM1582494	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838240		2017-02-27	SRR2126627	PAIRED
190	GSM1582495	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838241		2017-02-27	SRR2126608	PAIRED
190	GSM1582495	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838241		2017-02-27	SRR2126609	PAIRED
190	GSM1582495	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838241		2017-02-27	SRR2126610	PAIRED
190	GSM1582495	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838241		2017-02-27	SRR2126611	PAIRED
191	GSM1582496	peripheral blood mononuclear primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838242		2017-02-27	SRR2126605	PAIRED
191	GSM1582496	peripheral blood mononuclear primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838242		2017-02-27	SRR2126606	PAIRED
191	GSM1582496	peripheral blood mononuclear primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838242		2017-02-27	SRR2126607	PAIRED
192	GSM1582497	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838243		2017-02-27	SRR2126637	PAIRED
192	GSM1582497	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838243		2017-02-27	SRR2126638	PAIRED
192	GSM1582497	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838243		2017-02-27	SRR2126639	PAIRED
192	GSM1582497	placenta, chorion smooth	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838243		2017-02-27	SRR2126640	PAIRED
193	GSM1582498	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838244		2017-02-27	SRR2126612	PAIRED
193	GSM1582498	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838244		2017-02-27	SRR2126613	PAIRED
193	GSM1582498	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838244		2017-02-27	SRR2126614	PAIRED
193	GSM1582498	placenta, trophoblast	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838244		2017-02-27	SRR2126615	PAIRED
194	GSM1582499	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838245		2017-02-27	SRR2126629	PAIRED
194	GSM1582499	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838245		2017-02-27	SRR2126630	PAIRED
194	GSM1582499	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838245		2017-02-27	SRR2126631	PAIRED
194	GSM1582499	placenta, basal plate	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838245		2017-02-27	SRR2126632	PAIRED
195	GSM1582500	penis foreskin melanocyte primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838246		2017-02-27	SRR2126575	PAIRED
195	GSM1582500	penis foreskin melanocyte primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838246		2017-02-27	SRR2126576	PAIRED
195	GSM1582500	penis foreskin melanocyte primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838246		2017-02-27	SRR2126577	PAIRED
196	GSM1582501	brain, astrocyte cultured cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838247		2017-02-27	SRR2126700	PAIRED
196	GSM1582501	brain, astrocyte cultured cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838247		2017-02-27	SRR2126701	PAIRED
196	GSM1582501	brain, astrocyte cultured cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838247		2017-02-27	SRR2126702	PAIRED
196	GSM1582501	brain, astrocyte cultured cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838247		2017-02-27	SRR2126703	PAIRED
196	GSM1582501	brain, astrocyte cultured cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838247		2017-02-27	SRR2126704	PAIRED
197	GSM1582502	breast, myoepithelial cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838248		2017-02-27	SRR2126662	PAIRED
198	GSM1582503	peripheral blood mononuclear primary cells	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838249		2017-02-27	SRR2126693	PAIRED
199	GSM1582504	skin, nevus	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838250		2017-02-27	SRR2126695	PAIRED
200	GSM1582505	brain, cerebellum	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838251		2017-02-27	SRR2126685	PAIRED
200	GSM1582505	brain, cerebellum	Bisulfite-Seq		UCSF-UBC	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX838251		2017-02-27	SRR2126686	PAIRED
